21.07.2023                                                                                               Salida dinámica de lista                                                                                                                                                     1

21.07.2023				                                                                                                                          PEDIDOS PENDIENTES																				  1

PEDIDOS PENDIENTES

		OrgVt	CDis		BqEn	Solic.	PrimFeEntr	ÚltEntrega	FePrefEnt.	ClVt	    Valor neto	Mon.	Doc.venta	ST	Solicitante	Nº pedido cliente	Descrip.breve	Nº de cliente 1	Contador de pedidos	Dirección	Barrio	Población	Teléfono
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      313,691	COP	903156755	B	ALMACENES EXITO SA	0085782604	No tratado	PLATAFORMA BOGOTA ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      827,407	COP	903156794	B	ALMACENES EXITO SA	0085782604	No tratado	EXITO - ALMACENES EXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      827,407	COP	903156794	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      827,407	COP	903156794	B	ALMACENES EXITO SA	0085782604	No tratado	CEDI EXITO FUNZA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      827,407	COP	903156794	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      827,407	COP	903156794	B	ALMACENES EXITO SA	0085782604	No tratado		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      827,407	COP	903156794	B	ALMACENES EXITO SA	0085782604	No tratado	EXITO IBAGUE	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      827,407	COP	903156794	B	ALMACENES EXITO SA	0085782604	No tratado	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      827,407	COP	903156794	B	ALMACENES EXITO SA	0085782604	No tratado	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      827,407	COP	903156794	B	ALMACENES EXITO SA	0085782604	No tratado	RV - SOR MAYERLY CALEÑO VELASQUEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      827,407	COP	903156794	B	ALMACENES EXITO SA	0085782604	No tratado	PLATAFORMA BOGOTA ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,058,682	COP	903156920	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,058,682	COP	903156920	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	CEDI EXITO FUNZA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,058,682	COP	903156920	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,058,682	COP	903156920	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,058,682	COP	903156920	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	EXITO VIVA TUNJA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,058,682	COP	903156920	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,058,682	COP	903156920	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,058,682	COP	903156920	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	CPV-YULIAN CAROLINA RAMIREZ POLANIA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,058,682	COP	903156920	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	PLATAFORMA BOGOTA ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      964,480	COP	903156882	B	ALMACENES EXITO SA	0085782604	No tratado	EXITO - ALMACENES EXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      964,480	COP	903156882	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      964,480	COP	903156882	B	ALMACENES EXITO SA	0085782604	No tratado	CEDI EXITO FUNZA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      964,480	COP	903156882	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      964,480	COP	903156882	B	ALMACENES EXITO SA	0085782604	No tratado		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      964,480	COP	903156882	B	ALMACENES EXITO SA	0085782604	No tratado	EXITO PLAZA SALITRE	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      964,480	COP	903156882	B	ALMACENES EXITO SA	0085782604	No tratado	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      964,480	COP	903156882	B	ALMACENES EXITO SA	0085782604	No tratado	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      964,480	COP	903156882	B	ALMACENES EXITO SA	0085782604	No tratado	RV-SOLBEY YURLEY SAENZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      964,480	COP	903156882	B	ALMACENES EXITO SA	0085782604	No tratado	PLATAFORMA BOGOTA ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    5,093,631	COP	903157113	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	EXITO - ALMACENES EXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    5,093,631	COP	903157113	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    5,093,631	COP	903157113	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	CEDI EXITO FUNZA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    5,093,631	COP	903157113	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    5,093,631	COP	903157113	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    5,093,631	COP	903157113	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	EXITO CALLE 80	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    5,093,631	COP	903157113	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    5,093,631	COP	903157113	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    5,093,631	COP	903157113	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	CPV-YULIAN CAROLINA RAMIREZ POLANIA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    5,093,631	COP	903157113	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	PLATAFORMA BOGOTA ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,968,399	COP	903157145	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	EXITO - ALMACENES EXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,968,399	COP	903157145	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,968,399	COP	903157145	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	CEDI EXITO FUNZA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,968,399	COP	903157145	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,968,399	COP	903157145	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,968,399	COP	903157145	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	EXITO COUNTRY	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,968,399	COP	903157145	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,968,399	COP	903157145	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,968,399	COP	903157145	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	CPV-YULIAN CAROLINA RAMIREZ POLANIA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,968,399	COP	903157145	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	PLATAFORMA BOGOTA ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,386,172	COP	903156978	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	EXITO - ALMACENES EXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,386,172	COP	903156978	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,386,172	COP	903156978	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	CEDI EXITO FUNZA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,386,172	COP	903156978	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,386,172	COP	903156978	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,386,172	COP	903156978	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	EXITO LA SABANA VILLAVICENCIO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,386,172	COP	903156978	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,386,172	COP	903156978	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,386,172	COP	903156978	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	RV-SOLBEY YURLEY SAENZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	    4,386,172	COP	903156978	B	ALMACENES EXITO SA	0085782604	Tratado parcialmente	PLATAFORMA BOGOTA ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      154,737	COP	903156674	B	ALMACENES EXITO SA	0085782604	No tratado	EXITO - ALMACENES LEY	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      154,737	COP	903156674	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      154,737	COP	903156674	B	ALMACENES EXITO SA	0085782604	No tratado	CEDI EXITO FUNZA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      154,737	COP	903156674	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      154,737	COP	903156674	B	ALMACENES EXITO SA	0085782604	No tratado		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      154,737	COP	903156674	B	ALMACENES EXITO SA	0085782604	No tratado	EXITO DUITAMA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      154,737	COP	903156674	B	ALMACENES EXITO SA	0085782604	No tratado	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      154,737	COP	903156674	B	ALMACENES EXITO SA	0085782604	No tratado	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      154,737	COP	903156674	B	ALMACENES EXITO SA	0085782604	No tratado	CPV-YULIAN CAROLINA RAMIREZ POLANIA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      154,737	COP	903156674	B	ALMACENES EXITO SA	0085782604	No tratado	PLATAFORMA BOGOTA ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      401,522	COP	903156675	B	ALMACENES EXITO SA	0085782604	No tratado	EXITO - ALMACENES EXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      401,522	COP	903156675	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      401,522	COP	903156675	B	ALMACENES EXITO SA	0085782604	No tratado	CEDI EXITO FUNZA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      401,522	COP	903156675	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      401,522	COP	903156675	B	ALMACENES EXITO SA	0085782604	No tratado		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      401,522	COP	903156675	B	ALMACENES EXITO SA	0085782604	No tratado	EXITO AMERICAS	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      401,522	COP	903156675	B	ALMACENES EXITO SA	0085782604	No tratado	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      401,522	COP	903156675	B	ALMACENES EXITO SA	0085782604	No tratado	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      401,522	COP	903156675	B	ALMACENES EXITO SA	0085782604	No tratado	RV-SOLBEY YURLEY SAENZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      401,522	COP	903156675	B	ALMACENES EXITO SA	0085782604	No tratado	PLATAFORMA BOGOTA ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      128,916	COP	903156681	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      128,916	COP	903156681	B	ALMACENES EXITO SA	0085782604	No tratado	CEDI EXITO FUNZA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      128,916	COP	903156681	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      128,916	COP	903156681	B	ALMACENES EXITO SA	0085782604	No tratado		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      128,916	COP	903156681	B	ALMACENES EXITO SA	0085782604	No tratado	EXITO QUIRINAL	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      128,916	COP	903156681	B	ALMACENES EXITO SA	0085782604	No tratado	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      128,916	COP	903156681	B	ALMACENES EXITO SA	0085782604	No tratado	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      128,916	COP	903156681	B	ALMACENES EXITO SA	0085782604	No tratado	RV-SOLBEY YURLEY SAENZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      128,916	COP	903156681	B	ALMACENES EXITO SA	0085782604	No tratado	PLATAFORMA BOGOTA ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      243,671	COP	903156689	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      243,671	COP	903156689	B	ALMACENES EXITO SA	0085782604	No tratado	CEDI EXITO FUNZA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      243,671	COP	903156689	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      243,671	COP	903156689	B	ALMACENES EXITO SA	0085782604	No tratado		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      243,671	COP	903156689	B	ALMACENES EXITO SA	0085782604	No tratado	EXITO LA FELICIDAD	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      243,671	COP	903156689	B	ALMACENES EXITO SA	0085782604	No tratado	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      243,671	COP	903156689	B	ALMACENES EXITO SA	0085782604	No tratado	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      243,671	COP	903156689	B	ALMACENES EXITO SA	0085782604	No tratado	RV-SOLBEY YURLEY SAENZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      243,671	COP	903156689	B	ALMACENES EXITO SA	0085782604	No tratado	PLATAFORMA BOGOTA ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	       97,611	COP	903156694	B	ALMACENES EXITO SA	0085782604	No tratado	EXITO - ALMACENES EXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	       97,611	COP	903156694	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	       97,611	COP	903156694	B	ALMACENES EXITO SA	0085782604	No tratado	CEDI EXITO FUNZA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	       97,611	COP	903156694	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	       97,611	COP	903156694	B	ALMACENES EXITO SA	0085782604	No tratado		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	       97,611	COP	903156694	B	ALMACENES EXITO SA	0085782604	No tratado	EXITO USME	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	       97,611	COP	903156694	B	ALMACENES EXITO SA	0085782604	No tratado	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	       97,611	COP	903156694	B	ALMACENES EXITO SA	0085782604	No tratado	RV- ALEJANDRO CALAD POSADA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	       97,611	COP	903156694	B	ALMACENES EXITO SA	0085782604	No tratado	RV-SOLBEY YURLEY SAENZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	       97,611	COP	903156694	B	ALMACENES EXITO SA	0085782604	No tratado	PLATAFORMA BOGOTA ÉXITO	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      462,026	COP	903156707	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      462,026	COP	903156707	B	ALMACENES EXITO SA	0085782604	No tratado	CEDI EXITO FUNZA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      462,026	COP	903156707	B	ALMACENES EXITO SA	0085782604	No tratado	ALMACENES EXITO SA	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      462,026	COP	903156707	B	ALMACENES EXITO SA	0085782604	No tratado		                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      462,026	COP	903156707	B	ALMACENES EXITO SA	0085782604	No tratado	EXITO CIUDAD TUNAL	                 1	CR 48 32 B SUR 139		Envigado	3396565
		1000	01			1000000000	27.07.2023	27.07.2023	27.07.2023	ZVMI	      462,026	COP	903156707	B	ALMACENES EXITO SA	0085782604	No tratado	CPV-CAROLINA MUNERA MARTINEZ	                 1	CR 48 32 B SUR 139		Envigado	3396565
