21.07.2023                                                                                                           Salida dinámica de lista                                                                                                                                                                1


	Can.distr.	Denomin.	Seccion	Estado	Solic.	Nombre	Pedido	Clase Pedi	Creado el	Pedido	Posición	Material	Vlr.Neto P	Moneda	Cantidad P	Cantidad C	UM venta	Vlr.Neto C	Status Glo	Status Tot	Status Ent	Status Ent	Status Ent
	02	TRADICIONAL	Picking	2. Entrega generada parcialmente	1000002142	COPIDROGAS LTDA   .	903156603	ZED1	19.07.2023	7600186440-1	     420	1002813620	   254,405	COP	        18	        17	UN	   240,271	B	A	B	B	B
	02	TRADICIONAL	Picking	2. Entrega generada parcialmente	1000002142	COPIDROGAS LTDA   .	903156603	ZED1	19.07.2023	7600186440-1	     640	PB0087739	 5,328,801	COP	       230	       104	UN	 2,409,545	B	A	B	B	B
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903156604	ZED1	19.07.2023	7600186458-1	     320	PB0090896	    76,658	COP	        36	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903156604	ZED1	19.07.2023	7600186458-1	     360	PB0092924	   138,629	COP	        12	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903156604	ZED1	19.07.2023	7600186458-1	     650	PB0067541	 2,781,086	COP	       108	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903156604	ZED1	19.07.2023	7600186458-1	     630	PB0074181	 3,243,618	COP	       140	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903156604	ZED1	19.07.2023	7600186458-1	     620	PB0064043	   352,372	COP	        12	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903156604	ZED1	19.07.2023	7600186458-1	     590	PB0037948	    96,804	COP	        20	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903156604	ZED1	19.07.2023	7600186458-1	     580	PB0035780	   290,412	COP	        60	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903156604	ZED1	19.07.2023	7600186458-1	     560	PB0035778	   193,608	COP	        40	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903156604	ZED1	19.07.2023	7600186458-1	     520	PB0037949	    39,496	COP	         6	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903156604	ZED1	19.07.2023	7600186458-1	     510	PB0037232	   263,304	COP	        40	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002979	DISTRIYA LTDA   .	903156612	ZTAC	19.07.2023		      40	PB0090896	   173,970	COP	        90	         0	UN	         0	B	D	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002979	DISTRIYA LTDA   .	903156612	ZTAC	19.07.2023		      50	PB0025102	 2,698,920	COP	       360	       336	UN	 2,518,992	B	D	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002979	DISTRIYA LTDA   .	903156612	ZTAC	19.07.2023		     130	PB0074181	 1,892,430	COP	        90	         0	UN	         0	B	D	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002979	DISTRIYA LTDA   .	903156612	ZTAC	19.07.2023		     180	PB0088369	   442,800	COP	        40	         0	UN	         0	B	D	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157221	ZCRO	19.07.2023	8100_19072023_2	      20	PB0037330	         0	COP	         2	         2	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157221	ZCRO	19.07.2023	8100_19072023_2	      80	PB0088954	     6,895	COP	         1	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157222	ZCRO	19.07.2023	8100_19072023_2	      40	PB0088954	    13,790	COP	         2	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157222	ZCRO	19.07.2023	8100_19072023_2	      90	PB0037330	         0	COP	         2	         2	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157222	ZCRO	19.07.2023	8100_19072023_2	     200	PB0056900	     7,328	COP	         1	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000058855	SUPERMERCADOS MERCACENTRO SAS	903157281	ZED1	19.07.2023	04PEDI23-07427	      10	PB0063231	   276,294	COP	         6	         0	UN	         0	B	D	B	B	A
	02	TRADICIONAL	Picking	2. Entrega generada parcialmente	1000058855	SUPERMERCADOS MERCACENTRO SAS	903157282	ZED1	19.07.2023	10PEDI23-07412	      60	PB0075102	   181,458	COP	         6	         0	UN	         0	B	D	B	B	B
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000058855	SUPERMERCADOS MERCACENTRO SAS	903157282	ZED1	19.07.2023	10PEDI23-07412	     200	PB0090079	    74,010	COP	         6	         0	UN	         0	B	D	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157569	ZCRO	21.07.2023	2200_21072023_1	      60	PB0061814	         0	COP	         4	         4	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157569	ZCRO	21.07.2023	2200_21072023_1	      50	PB0061815	         0	COP	         4	         4	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157570	ZCRO	21.07.2023	2200_21072023_1	      80	PB0088954	     6,895	COP	         1	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157571	ZCRO	21.07.2023	8100_21072023_1	      40	PB0088954	    13,790	COP	         2	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157571	ZCRO	21.07.2023	8100_21072023_1	      70	PB0061814	         0	COP	         5	         5	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157571	ZCRO	21.07.2023	8100_21072023_1	      80	PB0061815	         0	COP	         5	         5	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157572	ZCRO	21.07.2023	2200_21072023_1	      60	PB0088954	    13,790	COP	         2	         0	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157573	ZCRO	21.07.2023	2200_21072023_1	     260	PB0061815	         0	COP	         3	         3	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157573	ZCRO	21.07.2023	2200_21072023_1	      50	PB0061814	         0	COP	         3	         3	UN	         0	B	A	B	B	A
	02	TRADICIONAL	Picking	1. Pendiente de generación de Entrega	1000002142	COPIDROGAS LTDA   .	903157574	ZCRO	21.07.2023	2200_21072023_1	     200	PB0061814	         0	COP	         3	         3	UN	         0	B	A	B	B	A
